id,title,slug,category,collection_tags,operator,area,location,map_query,google_maps_url,price_from,duration,difficulty,best_for,vip_headline,short_description,full_description_original_rewrite,highlights_json,included_json,excluded_json,what_to_bring,booking_notes,faq_json,cta_primary,cta_secondary,whatsapp_prefill_template,seo_title,seo_meta_description,h1,image_url_primary,image_source_url,image_search_query,image_search_url,image_alt_text,source_url,source_status,data_confidence,publish_status,notes_for_developers
exp_011,Creative Mosaic Workshop,creative-mosaic-workshop-karpathos,Workshops & Local Craft,"[""Workshops & Local Craft"", ""Karpathos Activities""]",Art and Walk,Volada / Pini,"Art and Walk Vineyard, Pini","Art and Walk Vineyard, Pini Karpathos",https://www.google.com/maps/search/?api=1&query=Art+and+Walk+Vineyard%2C+Pini+Karpathos,€48,3–4 hours,Beginner-friendly,"[""Families"", ""Creative travelers"", ""Windy-day activity"", ""Villa groups""]",A beautiful island morning spent creating your own Karpathos mosaic.,A hands-on mosaic workshop where guests design and create a personal artwork under local guidance.,"One of the strongest creative products: personal, relaxed, premium-feeling and family-friendly without being expensive.","[""Strong souvenir value"", ""Ideal for families and villa groups"", ""Good non-beach activity"", ""More immersive than shorter workshops""]",,,"Design ideas, comfortable clothes, and enough time for collection/delivery if needed.","Art and Walk lists Tuesday/Friday sessions, Pini vineyard location, materials, grouting, and delivery/pickup options; confirm current schedule and capacity.","[{""q"": ""Is Creative Mosaic Workshop suitable for families?"", ""a"": ""It is best for Families, Creative travelers, Windy-day activity, Villa groups. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Creative Mosaic Workshop take place?"", ""a"": ""The listed area is Volada / Pini; the listed location or meeting area is Art and Walk Vineyard, Pini. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Creative Mosaic Workshop?"", ""a"": ""Design ideas, comfortable clothes, and enough time for collection/delivery if needed.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Creative Mosaic Workshop. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Creative Mosaic Workshop in Karpathos | Karpathos Activities,"Arrange Creative Mosaic Workshop in Karpathos. View price from €48, duration 3–4 hours, area Volada / Pini, what to expect, and request availability.",Creative Mosaic Workshop in Karpathos,https://i0.wp.com/artandwalk.com/wp-content/uploads/2023/02/watermarked-Mosaic-Art-workshop-Art-and-Walk-watermarked-68.jpg?resize=1280%2C934&ssl=1,https://artandwalk.com/tour/creative-workshop-mosaic/,Art and Walk Karpathos mosaic workshop Pini,https://www.google.com/search?tbm=isch&q=Art+and+Walk+Karpathos+mosaic+workshop+Pini,Creative Mosaic Workshop in Karpathos,https://artandwalk.com/tour/creative-workshop-mosaic/,official Art and Walk page verified,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_012,Relaxing Massage in Pigadia,relaxing-massage-in-pigadia-karpathos,Wellness & Massage,"[""Wellness & Massage"", ""Karpathos Activities""]",Angel Hands Wellness & Spa,Pigadia,Pigadia,Pigadia Karpathos,https://www.google.com/maps/search/?api=1&query=Pigadia+Karpathos,€50,50 minutes,Easy,"[""Couples"", ""Villa guests"", ""Post-travel recovery"", ""Wellness""]","A simple, restorative pause in the heart of Pigadia.","A relaxing massage for guests who want to unwind after travel, hiking, beach days, or watersports.","A practical wellness add-on for comfort and recovery, especially for couples, older guests, and longer-stay visitors.","[""Easy wellness upsell"", ""Good after hiking or watersports"", ""Works for couples"", ""Low-friction booking""]",,,Arrive relaxed; confirm whether towels/shower facilities are provided.,"Confirm location, therapist availability, couple sessions, mobile villa service option, and cancellation terms.","[{""q"": ""Is Relaxing Massage in Pigadia suitable for families?"", ""a"": ""It is best for Couples, Villa guests, Post-travel recovery, Wellness. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Relaxing Massage in Pigadia take place?"", ""a"": ""The listed area is Pigadia; the listed location or meeting area is Pigadia. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Relaxing Massage in Pigadia?"", ""a"": ""Arrive relaxed; confirm whether towels/shower facilities are provided.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Relaxing Massage in Pigadia. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Relaxing Massage in Pigadia in Karpathos | Karpathos Activities,"Arrange Relaxing Massage in Pigadia in Karpathos. View price from €50, duration 50 minutes, area Pigadia, what to expect, and request availability.",Relaxing Massage in Pigadia in Karpathos,,,Angel Hands Wellness Spa Pigadia Karpathos massage,https://www.google.com/search?tbm=isch&q=Angel+Hands+Wellness+Spa+Pigadia+Karpathos+massage,Relaxing Massage in Pigadia in Karpathos,https://karpathostravel.com/activity-search/,public listing available; provider details to confirm,needs_confirmation,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_013,Therapeutic Massage,therapeutic-massage-karpathos,Wellness & Massage,"[""Wellness & Massage"", ""Karpathos Activities""]",Angel Hands Wellness & Spa,Pigadia,Pigadia,Pigadia Karpathos,https://www.google.com/maps/search/?api=1&query=Pigadia+Karpathos,€55,Confirm duration,Easy,"[""Active guests"", ""Hikers"", ""Windsurfers"", ""Wellness travelers""]",Targeted recovery for active Karpathos days.,"A focused massage option for guests who need recovery after travel, hiking, watersports, or long exploration days.","Best positioned as recovery-focused rather than purely relaxing, especially relevant after windsurfing, hiking, biking, or diving.","[""Recovery-focused"", ""Good for active travelers"", ""Strong sports add-on"", ""Higher perceived value than basic massage""]",,,Mention any injury or sensitivity before treatment.,"Confirm duration, treatment style, mobile service availability, therapist capacity, and injury suitability.","[{""q"": ""Is Therapeutic Massage suitable for families?"", ""a"": ""It is best for Active guests, Hikers, Windsurfers, Wellness travelers. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Therapeutic Massage take place?"", ""a"": ""The listed area is Pigadia; the listed location or meeting area is Pigadia. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Therapeutic Massage?"", ""a"": ""Mention any injury or sensitivity before treatment.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Therapeutic Massage. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Therapeutic Massage in Karpathos | Karpathos Activities,"Arrange Therapeutic Massage in Karpathos. View price from €55, duration Confirm duration, area Pigadia, what to expect, and request availability.",Therapeutic Massage in Karpathos,,,Angel Hands Wellness Spa Pigadia therapeutic massage,https://www.google.com/search?tbm=isch&q=Angel+Hands+Wellness+Spa+Pigadia+therapeutic+massage,Therapeutic Massage in Karpathos,https://karpathostravel.com/activity-search/,public listing available; provider details to confirm,needs_confirmation,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_014,Private-Feeling Yoga Session,private-feeling-yoga-session-karpathos,Wellness & Massage,"[""Wellness & Massage"", ""Karpathos Activities""]",Kathy’s Island Retreat,Adia,Adia,Adia Karpathos,https://www.google.com/maps/search/?api=1&query=Adia+Karpathos,€25,~60 minutes,Adaptable,"[""Wellness travelers"", ""Couples"", ""Villa guests"", ""Retreat groups""]","A quiet island reset for body, breath, and mind.","A calming yoga session for guests who want balance, wellness, and softness in their Karpathos holiday.","A natural fit for villa guests, couples, and slow-travel visitors. Can be sold as morning or sunset wellness, especially paired with massage or sound healing.","[""Accessible wellness activity"", ""Strong villa/retreat fit"", ""Good for couples and groups"", ""Pairs with other treatments""]",,,"Comfortable clothes, water, and a towel if mats are not provided.","Confirm yoga style, private-session option, mats, location, group capacity, and villa visits.","[{""q"": ""Is Private-Feeling Yoga Session suitable for families?"", ""a"": ""It is best for Wellness travelers, Couples, Villa guests, Retreat groups. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Private-Feeling Yoga Session take place?"", ""a"": ""The listed area is Adia; the listed location or meeting area is Adia. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Private-Feeling Yoga Session?"", ""a"": ""Comfortable clothes, water, and a towel if mats are not provided.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Private-Feeling Yoga Session. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Private-Feeling Yoga Session in Karpathos | Karpathos Activities,"Arrange Private-Feeling Yoga Session in Karpathos. View price from €25, duration ~60 minutes, area Adia, what to expect, and request availability.",Private-Feeling Yoga Session in Karpathos,,,Kathy's Island Retreat Adia Karpathos yoga,https://www.google.com/search?tbm=isch&q=Kathy%27s+Island+Retreat+Adia+Karpathos+yoga,Private-Feeling Yoga Session in Karpathos,https://karpathostravel.com/activity-search/,public listing available; provider details to confirm,needs_confirmation,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_015,Reflexology Wellness Session,reflexology-wellness-session-karpathos,Wellness & Massage,"[""Wellness & Massage"", ""Karpathos Activities""]",Kathy’s Island Retreat,Adia,Adia,Adia Karpathos,https://www.google.com/maps/search/?api=1&query=Adia+Karpathos,€60,45 minutes,Easy,"[""Wellness guests"", ""Post-travel recovery"", ""Quiet afternoons""]",A focused wellness treatment for deep relaxation and reset.,"A reflexology session for guests who want a calm, restorative treatment during their stay.",A refined wellness add-on for guests who prefer quiet personal treatments over group activities.,"[""Quiet and restorative"", ""Good for wellness guests"", ""Easy add-on"", ""Suitable for non-active days""]",,,Arrive rested; mention sensitivities or medical considerations in advance.,"Confirm treatment format, location, availability, and mobile treatment possibility.","[{""q"": ""Is Reflexology Wellness Session suitable for families?"", ""a"": ""It is best for Wellness guests, Post-travel recovery, Quiet afternoons. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Reflexology Wellness Session take place?"", ""a"": ""The listed area is Adia; the listed location or meeting area is Adia. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Reflexology Wellness Session?"", ""a"": ""Arrive rested; mention sensitivities or medical considerations in advance.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Reflexology Wellness Session. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Reflexology Wellness Session in Karpathos | Karpathos Activities,"Arrange Reflexology Wellness Session in Karpathos. View price from €60, duration 45 minutes, area Adia, what to expect, and request availability.",Reflexology Wellness Session in Karpathos,,,Kathy's Island Retreat Adia Karpathos reflexology,https://www.google.com/search?tbm=isch&q=Kathy%27s+Island+Retreat+Adia+Karpathos+reflexology,Reflexology Wellness Session in Karpathos,https://karpathostravel.com/activity-search/,public listing available; provider details to confirm,needs_confirmation,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_016,Stone Massage Ritual,stone-massage-ritual-karpathos,Wellness & Massage,"[""Wellness & Massage"", ""Karpathos Activities""]",Kathy’s Island Retreat,Adia,Adia,Adia Karpathos,https://www.google.com/maps/search/?api=1&query=Adia+Karpathos,€75,55 minutes,Easy,"[""Couples"", ""Wellness travelers"", ""Premium villa guests""]","A warm, grounding treatment for a slower Karpathos afternoon.",A stone massage wellness ritual designed for guests seeking deeper relaxation and comfort.,"A premium-feeling wellness product for couples, villa guests, and travelers looking for indulgent recovery.","[""Premium wellness feel"", ""Good for couples"", ""Strong villa-guest upsell"", ""Relaxation positioning""]",,,Mention any heat sensitivity or treatment preferences in advance.,"Confirm treatment details, availability, couples sessions, location, and private group options.","[{""q"": ""Is Stone Massage Ritual suitable for families?"", ""a"": ""It is best for Couples, Wellness travelers, Premium villa guests. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Stone Massage Ritual take place?"", ""a"": ""The listed area is Adia; the listed location or meeting area is Adia. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Stone Massage Ritual?"", ""a"": ""Mention any heat sensitivity or treatment preferences in advance.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Stone Massage Ritual. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Stone Massage Ritual in Karpathos | Karpathos Activities,"Arrange Stone Massage Ritual in Karpathos. View price from €75, duration 55 minutes, area Adia, what to expect, and request availability.",Stone Massage Ritual in Karpathos,,,Kathy's Island Retreat Adia Karpathos stone massage,https://www.google.com/search?tbm=isch&q=Kathy%27s+Island+Retreat+Adia+Karpathos+stone+massage,Stone Massage Ritual in Karpathos,https://karpathostravel.com/activity-search/,public listing available; provider details to confirm,needs_confirmation,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_017,Sound Healing Therapy,sound-healing-therapy-karpathos,Wellness & Massage,"[""Wellness & Massage"", ""Karpathos Activities""]",Kathy’s Island Retreat,Adia,Adia,Adia Karpathos,https://www.google.com/maps/search/?api=1&query=Adia+Karpathos,€60,45 minutes,Easy,"[""Wellness travelers"", ""Couples"", ""Retreat groups"", ""Quiet-day guests""]",A meditative sound journey for guests seeking calm and inner reset.,"A sound healing session for travelers who want a peaceful, restorative wellness experience.","A marketable slow-travel and retreat-style product, positioned as a gentle alternative to standard massage or yoga.","[""Distinctive wellness experience"", ""Good for retreats and couples"", ""Calm premium atmosphere"", ""Strong add-on for villa groups""]",,,Comfortable clothing and openness to a quiet meditative session.,"Confirm group capacity, private sessions, exact location, and villa session possibility.","[{""q"": ""Is Sound Healing Therapy suitable for families?"", ""a"": ""It is best for Wellness travelers, Couples, Retreat groups, Quiet-day guests. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Sound Healing Therapy take place?"", ""a"": ""The listed area is Adia; the listed location or meeting area is Adia. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Sound Healing Therapy?"", ""a"": ""Comfortable clothing and openness to a quiet meditative session.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Sound Healing Therapy. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Sound Healing Therapy in Karpathos | Karpathos Activities,"Arrange Sound Healing Therapy in Karpathos. View price from €60, duration 45 minutes, area Adia, what to expect, and request availability.",Sound Healing Therapy in Karpathos,,,Kathy's Island Retreat Adia Karpathos sound healing,https://www.google.com/search?tbm=isch&q=Kathy%27s+Island+Retreat+Adia+Karpathos+sound+healing,Sound Healing Therapy in Karpathos,https://karpathostravel.com/activity-search/,public listing available; provider details to confirm,needs_confirmation,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_018,Full-Day Gym Access in Pigadia,full-day-gym-access-in-pigadia-karpathos,Fitness & Lifestyle,"[""Fitness & Lifestyle"", ""Karpathos Activities""]",Iron Forge Gym,Pigadia,Pigadia,Pigadia Karpathos,https://www.google.com/maps/search/?api=1&query=Pigadia+Karpathos,€10,1 day,Self-paced,"[""Fitness guests"", ""Long-stay visitors"", ""Villa groups"", ""Digital nomads""]",Keep your training routine while staying in Karpathos.,A simple day-pass gym option for guests who want to train during their holiday.,"A practical lifestyle add-on for long-stay guests, fitness-focused travelers, and villa groups who want access to equipment.","[""Low-cost practical add-on"", ""Good for long stays"", ""Useful in villa guide"", ""Easy QR-code sell""]",,,"Training clothes, shoes, towel, and water.","Confirm opening hours, equipment, shower facilities, day-pass process, and weekly pass availability.","[{""q"": ""Is Full-Day Gym Access in Pigadia suitable for families?"", ""a"": ""It is best for Fitness guests, Long-stay visitors, Villa groups, Digital nomads. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Full-Day Gym Access in Pigadia take place?"", ""a"": ""The listed area is Pigadia; the listed location or meeting area is Pigadia. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Full-Day Gym Access in Pigadia?"", ""a"": ""Training clothes, shoes, towel, and water.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Full-Day Gym Access in Pigadia. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Full-Day Gym Access in Pigadia in Karpathos | Karpathos Activities,"Arrange Full-Day Gym Access in Pigadia in Karpathos. View price from €10, duration 1 day, area Pigadia, what to expect, and request availability.",Full-Day Gym Access in Pigadia in Karpathos,,,Iron Forge Gym Pigadia Karpathos,https://www.google.com/search?tbm=isch&q=Iron+Forge+Gym+Pigadia+Karpathos,Full-Day Gym Access in Pigadia in Karpathos,https://karpathostravel.com/activity-search/,public listing available; details to confirm,needs_confirmation,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_019,Rock Climbing in Arkasa,rock-climbing-in-arkasa-karpathos,Adventure & Watersports,"[""Adventure & Watersports"", ""Karpathos Activities""]",Confirm climbing instructor/provider,Arkasa,Arkasa,Arkasa Karpathos,https://www.google.com/maps/search/?api=1&query=Arkasa+Karpathos,Confirm,Confirm,Route-dependent,"[""Active travelers"", ""Adventure groups"", ""Teenagers"", ""Private guided adventure""]",A dramatic land adventure for guests who want Karpathos beyond the beaches.,A guided rock climbing experience in the Arkasa area for adventure-focused travelers once provider details are confirmed.,"High potential as a premium adventure product, but only after confirming instructor, route levels, equipment, insurance, and safety standards.","[""High-adventure appeal"", ""Good for private groups"", ""Strong photography potential"", ""Differentiates from basic tours""]",,,"Proper shoes/clothing, water, sun protection; technical equipment should be confirmed with provider.","Needs verification: provider, certification, insurance, equipment, route levels, minimum age, and pricing.","[{""q"": ""Is Rock Climbing in Arkasa suitable for families?"", ""a"": ""It is best for Active travelers, Adventure groups, Teenagers, Private guided adventure. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Rock Climbing in Arkasa take place?"", ""a"": ""The listed area is Arkasa; the listed location or meeting area is Arkasa. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Rock Climbing in Arkasa?"", ""a"": ""Proper shoes/clothing, water, sun protection; technical equipment should be confirmed with provider.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Rock Climbing in Arkasa. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Rock Climbing in Arkasa in Karpathos | Karpathos Activities,"Arrange Rock Climbing in Arkasa in Karpathos. View price from Confirm, duration Confirm, area Arkasa, what to expect, and request availability.",Rock Climbing in Arkasa in Karpathos,,,Arkasa Karpathos rock climbing guide,https://www.google.com/search?tbm=isch&q=Arkasa+Karpathos+rock+climbing+guide,Rock Climbing in Arkasa in Karpathos,https://karpathostravel.com/activity-search/,listed category; provider/safety details need confirmation,needs_confirmation,hold_until_confirmed,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
exp_020,Pigadia Trails Mountain Bike Experience,pigadia-trails-mountain-bike-experience-karpathos,Adventure & Watersports,"[""Adventure & Watersports"", ""Karpathos Activities""]",Meltemi Biking,Pigadia,"Meltemi Biking, Karpathos","Meltemi Biking, Karpathos",https://www.google.com/maps/search/?api=1&query=Meltemi+Biking%2C+Karpathos,€75,~3 hours,Advanced / technical,"[""Experienced riders"", ""Adventure travelers"", ""Sport groups""]",A technical ride for guests who want a serious mountain-bike challenge.,A mountain-bike experience around Pigadia for riders seeking active and demanding island adventure.,Not a casual ride. Position for experienced riders and sporty guests who want guided terrain and local route knowledge.,"[""Experienced rider product"", ""Strong adventure positioning"", ""Good for sporty villa groups"", ""Distinct from standard tours""]",,,"Sports clothes, closed shoes, water, sunscreen, and cycling experience.","Confirm bike type, safety gear, route difficulty, insurance, minimum age, and e-bike alternatives.","[{""q"": ""Is Pigadia Trails Mountain Bike Experience suitable for families?"", ""a"": ""It is best for Experienced riders, Adventure travelers, Sport groups. Final suitability depends on age, fitness, weather, and provider conditions.""}, {""q"": ""Where does Pigadia Trails Mountain Bike Experience take place?"", ""a"": ""The listed area is Pigadia; the listed location or meeting area is Meltemi Biking, Karpathos. Final meeting point is confirmed before booking.""}, {""q"": ""What should I bring for Pigadia Trails Mountain Bike Experience?"", ""a"": ""Sports clothes, closed shoes, water, sunscreen, and cycling experience.""}, {""q"": ""How do I book this activity?"", ""a"": ""Send your dates, group size, where you are staying, and the activity name. Availability and final details are confirmed with the local partner before booking.""}, {""q"": ""Can this be arranged for a private group?"", ""a"": ""Some activities can be arranged privately or semi-privately depending on date, provider capacity, group size, and weather. Ask for private options when sending your request.""}, {""q"": ""Are prices final?"", ""a"": ""Prices are shown as starting prices where available. Final price may vary by date, group size, season, supplier, and selected package.""}]",Check Availability,Save Activity,"Hello, I’m interested in Pigadia Trails Mountain Bike Experience. My dates are [dates], group size is [number], and we are staying in [area]. Can you send availability and options?",Pigadia Trails Mountain Bike Experience in Karpathos | Karpathos Activities,"Arrange Pigadia Trails Mountain Bike Experience in Karpathos. View price from €75, duration ~3 hours, area Pigadia, what to expect, and request availability.",Pigadia Trails Mountain Bike Experience in Karpathos,,,Meltemi Biking Pigadia Trails Karpathos mountain bike,https://www.google.com/search?tbm=isch&q=Meltemi+Biking+Pigadia+Trails+Karpathos+mountain+bike,Pigadia Trails Mountain Bike Experience in Karpathos,https://karpathostravel.com/tour-search/,tour listing verified,verified,ready_with_provider_confirmation,Use source_url for factual verification. Do not copy supplier wording verbatim. Use image_url_primary only where permission is confirmed by user; otherwise use image_search_url to select/replace with approved assets.
